LINHA;NOME DA ESTAÇÃO;SIGLA DA ESTAÇÃO;DESCRIÇÃO DO PRODUTO;GRUPO v1;GRUPO;LOCALIZACAO;Codigo;Codigov2;;PAINEL
2;ESTACAO PARAISO               ;PSO;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PSO-PS -19;PSO-PS-19;;
2;ESTACAO PARAISO               ;PSO;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PSO-PS -21;PSO-PS-21;;
2;ESTACAO PARAISO               ;PSO;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PSO-PS -22;PSO-PS-22;;
2;ESTACAO PARAISO               ;PSO;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PSO-PS -6;PSO-PS-6;;
2;ESTACAO PARAISO               ;PSO;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PSO-PS -7;PSO-PS-7;;
2;ESTACAO PARAISO               ;PSO;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PSO-PS -23;PSO-PS-23;;
2;ESTACAO PARAISO               ;PSO;CLÁSSICO MEZANINO;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO;PSO-MPP-1;PSO-MPP-1;;
2;ESTACAO PARAISO               ;PSO;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PSO-PS -24;PSO-PS-24;;
2;ESTACAO PARAISO               ;PSO;CLÁSSICO PLATAFORMA;CLÁSSICO;PAINEL CLÁSSICO;PLATAFORMA;PSO-PP -3;PSO-PP-3;;
2;ESTACAO PARAISO               ;PSO;CLÁSSICO PLATAFORMA;CLÁSSICO;PAINEL CLÁSSICO;PLATAFORMA;PSO-PP -5;PSO-PP-5;;
2;ESTACAO PARAISO               ;PSO;CLÁSSICO PLATAFORMA;CLÁSSICO;PAINEL CLÁSSICO;PLATAFORMA;PSO-PP -6;PSO-PP-6;;
2;ESTACAO PARAISO               ;PSO;CLÁSSICO PLATAFORMA;CLÁSSICO;PAINEL CLÁSSICO;PLATAFORMA;PSO-PP -8;PSO-PP-8;;
2;ESTACAO PARAISO               ;PSO;CLÁSSICO PLATAFORMA;CLÁSSICO;PAINEL CLÁSSICO;PLATAFORMA;PSO-PP -9;PSO-PP-9;;
2;ESTACAO PARAISO               ;PSO;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;PSO-AS -13;PSO-AS-13;;
2;ESTACAO PARAISO               ;PSO;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;PSO-AS -16;PSO-AS-16;;
2;ESTACAO PARAISO               ;PSO;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;PSO-AS -18;PSO-AS-18;;
2;ESTACAO PARAISO               ;PSO;SUPERBACKLIGHT PLATAFORMA;SUPERBACKLIGHT;PAINEL SUPERBACKLIGHT;PLATAFORMA;PSO-PSB-2;PSO-PSB-2;;
2;ESTACAO PARAISO               ;PSO;HIPERBACKLIGHT MEZANINO;HIPERBACKLIGHT;PAINEL HIPERBACKLIGHT;MEZANINO;PSO-MHB-1;PSO-MHB-1;;
2;ESTACAO PARAISO               ;PSO;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;PSO-AS -11;PSO-AS-11;;
2;ESTACAO PARAISO               ;PSO;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;PSO-MPS-7;PSO-MPS-7;;
2;ESTACAO PARAISO               ;PSO;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;PSO-MPS-9;PSO-MPS-9;;
2;ESTACAO PARAISO               ;PSO;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;PSO-PDF-10;PSO-PDF-10;;
2;ESTACAO PARAISO               ;PSO;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;PSO-PDF-5;PSO-PDF-5;;
2;ESTACAO PARAISO               ;PSO;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;PSO-PDF-6;PSO-PDF-6;;
2;ESTACAO PARAISO               ;PSO;DUPLA-FACE PLATAFORMA;DUPLA-FACE;PAINEL DUPLA-FACE;PLATAFORMA;PSO-PDF-9;PSO-PDF-9;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-1;PSO-PER-1;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-10;PSO-PER-10;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-11;PSO-PER-11;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-12;PSO-PER-12;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-13;PSO-PER-13;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-14;PSO-PER-14;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-15;PSO-PER-15;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-16;PSO-PER-16;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-17;PSO-PER-17;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-18;PSO-PER-18;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-19;PSO-PER-19;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-2;PSO-PER-2;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-20;PSO-PER-20;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-21;PSO-PER-21;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-22;PSO-PER-22;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-23;PSO-PER-23;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-24;PSO-PER-24;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-25;PSO-PER-25;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-26;PSO-PER-26;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-27;PSO-PER-27;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-28;PSO-PER-28;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-29;PSO-PER-29;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-3;PSO-PER-3;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-30;PSO-PER-30;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-31;PSO-PER-31;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-32;PSO-PER-32;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-33;PSO-PER-33;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-34;PSO-PER-34;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-35;PSO-PER-35;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-36;PSO-PER-36;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-37;PSO-PER-37;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-38;PSO-PER-38;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-39;PSO-PER-39;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-4;PSO-PER-4;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-40;PSO-PER-40;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-41;PSO-PER-41;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-42;PSO-PER-42;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-43;PSO-PER-43;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-44;PSO-PER-44;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-45;PSO-PER-45;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-46;PSO-PER-46;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-47;PSO-PER-47;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-48;PSO-PER-48;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-49;PSO-PER-49;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-5;PSO-PER-5;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-50;PSO-PER-50;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-51;PSO-PER-51;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-52;PSO-PER-52;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-53;PSO-PER-53;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-54;PSO-PER-54;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-6;PSO-PER-6;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-7;PSO-PER-7;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-8;PSO-PER-8;;
2;ESTACAO PARAISO               ;PSO;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PSO-PER-9;PSO-PER-9;;
2;ESTACAO PARAISO               ;PSO;HIPERBACKLIGHT PLATAFORMA;HIPERBACKLIGHT;PAINEL HIPERBACKLIGHT;PLATAFORMA;PSO-PHB-1;PSO-PHB-1;;
2;ESTACAO PARAISO               ;PSO;CLÁSSICO PLATAFORMA;CLÁSSICO;PAINEL CLÁSSICO;PLATAFORMA;PSO-PP -1;PSO-PP-1;;
2;ESTACAO PARAISO               ;PSO;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;PSO-AS -19;PSO-AS-19;;
2;ESTACAO PARAISO               ;PSO;CLÁSSICO PLATAFORMA;CLÁSSICO;PAINEL CLÁSSICO;PLATAFORMA;PSO-PP -4;PSO-PP-4;;
2;ESTACAO PARAISO               ;PSO;CLÁSSICO PLATAFORMA;CLÁSSICO;PAINEL CLÁSSICO;PLATAFORMA;PSO-PP -7;PSO-PP-7;;
2;ESTACAO PARAISO               ;PSO;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PSO-PS -13;PSO-PS-13;;
2;ESTACAO PARAISO               ;PSO;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PSO-PS -14;PSO-PS-14;;
2;ESTACAO PARAISO               ;PSO;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PSO-PS -20;PSO-PS-20;;
2;ESTACAO PARAISO               ;PSO;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PSO-PS -3;PSO-PS-3;;
2;ESTACAO PARAISO               ;PSO;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PSO-PS -4;PSO-PS-4;;
2;ESTACAO PARAISO               ;PSO;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PSO-PS -8;PSO-PS-8;;
2;ESTACAO PARAISO               ;PSO;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PSO-PS -9;PSO-PS-9;;
2;ESTACAO PATRIARCA             ;PCA;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PCA-PS -1;PCA-PS-1;x;
2;ESTACAO PATRIARCA             ;PCA;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PCA-PS -2;PCA-PS-2;;
3;ESTACAO PATRIARCA             ;PCA;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;PCA-AS -1;PCA-AS-1;;
3;ESTACAO PATRIARCA             ;PCA;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;PCA-AS -9;PCA-AS-9;;
2;ESTACAO PEDRO II              ;PDS;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PDS-PS -2;PDS-PS-2;x;
3;ESTACAO PEDRO II              ;PDS;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PDS-PS -10;PDS-PS-10;;
3;ESTACAO PEDRO II              ;PDS;CLÁSSICO MEZANINO;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO;PDS-MPP-2;PDS-MPP-2;;
3;ESTACAO PENHA                 ;PEN;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PEN-PS -3;PEN-PS-3;x;
2;ESTACAO PENHA                 ;PEN;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;PEN-MPS-1;PEN-MPS-1;;
2;ESTACAO PENHA                 ;PEN;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PEN-PS -1;PEN-PS-1;;
2;ESTACAO PENHA                 ;PEN;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PEN-PS -4;PEN-PS-4;;
2;ESTACAO PENHA                 ;PEN;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;PEN-AS -13;PEN-AS-13;;
2;ESTACAO PENHA                 ;PEN;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;PEN-MPS-4;PEN-MPS-4;;
2;ESTACAO PENHA                 ;PEN;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;PEN-PS -2;PEN-PS-2;;
3;ESTACAO PENHA                 ;PEN;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;PEN-AS -10;PEN-AS-10;;
3;ESTACAO PENHA                 ;PEN;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;PEN-AS -11;PEN-AS-11;;
3;ESTACAO PENHA                 ;PEN;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;PEN-MPS-2;PEN-MPS-2;;
3;ESTACAO PENHA                 ;PEN;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;PEN-MPS-3;PEN-MPS-3;;
3;ESTACAO PENHA                 ;PEN;CLÁSSICO PLATAFORMA;CLÁSSICO;PAINEL CLÁSSICO;PLATAFORMA;PEN-PP -1;PEN-PP-1;;
3;ESTACAO PENHA                 ;PEN;CLÁSSICO PLATAFORMA;CLÁSSICO;PAINEL CLÁSSICO;PLATAFORMA;PEN-PP -3;PEN-PP-3;;
3;ESTACAO PENHA                 ;PEN;CLÁSSICO PLATAFORMA;CLÁSSICO;PAINEL CLÁSSICO;PLATAFORMA;PEN-PP -4;PEN-PP-4;;
3;ESTACAO PENHA                 ;PEN;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;PEN-AS -9;PEN-AS-9;;
3;ESTACAO PENHA                 ;PEN;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PEN-PER-1;PEN-PER-1;;
3;ESTACAO PENHA                 ;PEN;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PEN-PER-2;PEN-PER-2;;
3;ESTACAO PENHA                 ;PEN;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PEN-PER-3;PEN-PER-3;;
3;ESTACAO PENHA                 ;PEN;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PEN-PER-4;PEN-PER-4;;
3;ESTACAO PENHA                 ;PEN;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PEN-PER-5;PEN-PER-5;;
3;ESTACAO PENHA                 ;PEN;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PEN-PER-6;PEN-PER-6;;
3;ESTACAO PENHA                 ;PEN;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PEN-PER-7;PEN-PER-7;;
3;ESTACAO PENHA                 ;PEN;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PEN-PER-8;PEN-PER-8;;
3;ESTACAO PENHA                 ;PEN;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;PEN-PER-9;PEN-PER-9;;
3;ESTACAO PENHA                 ;PEN;CLÁSSICO PLATAFORMA;CLÁSSICO;PAINEL CLÁSSICO;PLATAFORMA;PEN-PP -2;PEN-PP-2;;
3;ESTACAO PORTUGUESA TIETE      ;TTE;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;TTE-PS -13;TTE-PS-13;x;
1;ESTACAO PORTUGUESA TIETE      ;TTE;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;TTE-MLS-5;TTE-MLS-5;;
1;ESTACAO PORTUGUESA TIETE      ;TTE;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;TTE-MLS-9;TTE-MLS-9;;
1;ESTACAO PORTUGUESA TIETE      ;TTE;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;TTE-PS -1;TTE-PS-1;;
1;ESTACAO PORTUGUESA TIETE      ;TTE;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;TTE-PS -12;TTE-PS-12;;
1;ESTACAO PORTUGUESA TIETE      ;TTE;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;TTE-PS -8;TTE-PS-8;;
1;ESTACAO PORTUGUESA TIETE      ;TTE;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;TTE-MLS-2;TTE-MLS-2;;
1;ESTACAO PORTUGUESA TIETE      ;TTE;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;TTE-MLS-6;TTE-MLS-6;;
1;ESTACAO PORTUGUESA TIETE      ;TTE;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;TTE-MLS-7;TTE-MLS-7;;
1;ESTACAO PORTUGUESA TIETE      ;TTE;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;TTE-PS -11;TTE-PS-11;;
1;ESTACAO PORTUGUESA TIETE      ;TTE;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;TTE-PS -14;TTE-PS-14;;
1;ESTACAO PORTUGUESA TIETE      ;TTE;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;TTE-PS -15;TTE-PS-15;;
1;ESTACAO PORTUGUESA TIETE      ;TTE;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;TTE-PS -16;TTE-PS-16;;
1;ESTACAO PORTUGUESA TIETE      ;TTE;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;TTE-PS -2;TTE-PS-2;;
1;ESTACAO PORTUGUESA TIETE      ;TTE;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;TTE-PS -4;TTE-PS-4;;
1;ESTACAO PORTUGUESA TIETE      ;TTE;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;TTE-PS -5;TTE-PS-5;;
1;ESTACAO PORTUGUESA TIETE      ;TTE;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;TTE-PS -7;TTE-PS-7;;
1;ESTACAO PORTUGUESA TIETE      ;TTE;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;TTE-PS -9;TTE-PS-9;;
2;ESTACAO REPUBLICA             ;REP;CLÁSSICO PLATAFORMA;CLÁSSICO;PAINEL CLÁSSICO;PLATAFORMA;REP-PP -2;REP-PP-2;x;
2;ESTACAO REPUBLICA             ;REP;CLÁSSICO MEZANINO;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO;REP-MPP-18;REP-MPP-18;;
3;ESTACAO REPUBLICA             ;REP;CLÁSSICO MEZANINO;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO;REP-MPP-17;REP-MPP-17;;
3;ESTACAO REPUBLICA             ;REP;CLÁSSICO MEZANINO;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO;REP-MPP-21;REP-MPP-21;;
3;ESTACAO REPUBLICA             ;REP;CLÁSSICO PLATAFORMA;CLÁSSICO;PAINEL CLÁSSICO;PLATAFORMA;REP-PP -1;REP-PP-1;;
3;ESTACAO REPUBLICA             ;REP;CLÁSSICO PLATAFORMA;CLÁSSICO;PAINEL CLÁSSICO;PLATAFORMA;REP-PP -4;REP-PP-4;;
3;ESTACAO REPUBLICA             ;REP;CLÁSSICO MEZANINO LIVRE;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO LIVRE;REP-MLP-1;REP-MLP-1;;
3;ESTACAO REPUBLICA             ;REP;CLÁSSICO MEZANINO;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO;REP-MPP-1;REP-MPP-1;;
3;ESTACAO REPUBLICA             ;REP;CLÁSSICO MEZANINO;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO;REP-MPP-16;REP-MPP-16;;
3;ESTACAO REPUBLICA             ;REP;CLÁSSICO MEZANINO;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO;REP-MPP-9;REP-MPP-9;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-1;REP-PER-1;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-10;REP-PER-10;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-11;REP-PER-11;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-12;REP-PER-12;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-13;REP-PER-13;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-14;REP-PER-14;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-15;REP-PER-15;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-16;REP-PER-16;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-18;REP-PER-18;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-19;REP-PER-19;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-2;REP-PER-2;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-20;REP-PER-20;;
3;ESTACAO REPUBLICA             ;REP;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;REP-PER-21;REP-PER-21;;
